description=1h降水量色标
unit=mm
vmin , vmax , r   , g   , b   , label
0.1  , 1.5  , 165 , 243 , 141 , 小雨
1.5  , 7    , 61  , 185 , 63  , 中雨
7    , 15   , 99  , 184 , 249 , 大雨
15   , 40   , 0   , 0   , 254 , 暴雨
40   , 50   , 243 , 5   , 238 , 大暴雨
50   , 100  , 129 , 0   , 64  , 特大暴雨
100  , None , 129 , 0   , 64  , 特大暴雨
